Degerlendirme Puani,Basvuru Yili,Dogum Tarihi,Burslu ise Burs Yuzdesi,Stk Projesine Katildiniz Mi?,id,Dogum Yeri,Ikametgah Sehri,Universite Kacinci Sinif,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Bolum Diger,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Uye Oldugunuz Kulubun Ismi,Hangi STK'nin Uyesisiniz?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Degerlendirme Puani (1),Degerlendirme Puani (error),Selected,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Basvuru Yasi
44.0,2021,2001.0,,,53437,Istanbul,Istanbul,,Camlica Kiz Anadolu Lisesi,,Istanbul,,KYK,ve uzeri,,,,,,34.1635,9.83655,No,Kadin,20 - 25,Devlet,Hayir,40 - 45,3.50 - 4.00,,Diğer,Sayisal,75 - 100,Evet,Ilkokul,,,Ilkokul,,,3.0,Evet,Hayir,Diger,,,Evet,20.0
29.0,2017,1998.0,,Evet,26842,Izmir,Izmir,,Odemis Ticaret Odasi Anadolu Ogretmen Lisesi,,Izmir,,,,,,,,,16.7292,12.2708,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.00 - 4.00,,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Egitimi yok,Emekli,,2.0,Hayir,Hayir,,Hayir,Hayir,Hayir,19.0
19.0,2019,1998.0,,Hayir,38129,Kutahya,Kutahya,,TAVSANLI IMKB ANADOLU OGRETMEN LISESI,,Kutahya,,,,,,,Orta,,26.4103,7.41031,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,3.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
30.0,2021,2000.0,,,52161,Mardin,Mardin,,Kiziltepe Furkan Dogan Anadolu Imao Hatip lises,,Mardin,,,,,,,,,32.6482,2.64818,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Hayir,Egitimi yok,,,Ilkokul,,Diger,4.0,Hayir,Evet,Lider/Kaptan,,,Evet,21.0
38.0,2015,1992.0,50.0,Hayir,6605,Istanbul,Istanbul,,Soke Ziraat Teknik Lisesi,Dr.Sadik Ahmet - Seyrantepe,Istanbul,,,,StartupMEF,,Farketmedigimiz girisim hikayelerimizin oldugunu dusunuyorum.Ben mesela yaklasik 13 yasindayken mahalleme bu havali tufeklerle hedef tahtasini vurma akimini getirdim.Dunya icin oldukca gereksiz ama benim dunyam icin paha bicilemez bir deneyimdi : MEF Universitesinde kantin fiyatlarina tepki amacli kettle ile su isitarak sinifimda kacak bir sekilde cay kahve satmaya baslamistim ogrencilere ve hatta ogretmenlere.Sonra okulumuzun Rektor yardimcisi olan Erhan Erkut hocamin tavsiyesi uzerine kahve ve snakky otomati isine atildim.2 ay suren calismam sonucunda her seyimi hazirladim fakat ufak bir adimi atlamistim : BTA sirketi buna izin vermiyordu.Sonuc:basarisizlik.Uzuldum acikcasi ama yine de cok keyif almistim. Senkronize buz pateni ekibi kurdum.19 yasinda kurdum ve tam 19 sporcum vardi ekibimde.Onlarla birlikte calistik.Bu da sanirim bir girisimcilik hikayesi olabilir,Ileri,,49.6096,11.6096,No,Erkek,40 - 45,Ozel,Evet,35 - 40,,Evet,Devlet,Sayisal,50 - 74,Hayir,Ortaokul,Evet,Ozel Sektor,Ortaokul,Emekli,,1.0,Evet,Evet,Lider/Kaptan,Hayir,Evet,Evet,23.0
33.0,2017,1995.0,,Evet,34634,Bursa,Izmir,,Sami Evkuran Anadolu Lisesi,,Bursa,,,,bilincli bireyler kulubu,,,Ileri,,21.0965,11.9035,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,2.50 - 2.99,,Devlet,Esit Agirlik,84-70,Hayir,Lise,Emekli,,Universite,Emekli,,0.0,Evet,Hayir,,Hayir,Hayir,Evet,22.0
24.0,2015,1996.0,0.0,Hayir,19921,Konya,Konya,,,aksehir sehir ogretmen gurkan ariturk kiz meslek lisesi,Konya,,,,,,,,,25.9577,1.95772,No,Kadin,25 - 30,Devlet,Evet,Diğer,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ortaokul,Hayir,,Ilkokul,Hayir,,1.0,Hayir,Hayir,,Hayir,Hayir,Hayir,19.0
82.0,2016,1997.0,,Evet,23854,Istanbul,Ankara,,Mehmet Emin Resulzade Anadolu Lisesi,,Ankara,,,,"Ankara HIBIT, Ankara Youth Exchange","Magna Carta Genclik Dernegi, Toplum Gonulluleri Vakfi",,Ileri,,78.2472,3.75283,No,Kadin,45 - 50,Devlet,Hayir,35 - 40,3.50 - 4.00,Hayir,Devlet,Sayisal,,Hayir,Ilkokul,Hayir,,Universite,Emekli,,2.0,Evet,Hayir,,Evet,Hayir,Evet,19.0
8.0,2019,1997.0,,Hayir,35966,Trabzon,Trabzon,,Affan Kitapcioglu Anadolu Lisesi,,Trabzon,,,,,,,Baslangic,AVRASYA UNIVERSITESI,17.6996,9.6996,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 ve altı,Evet,Devlet,Esit Agirlik,50 - 74,Hayir,Universite,Evet,Kamu,Universite,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Hayir,Evet,Evet,22.0
44.0,2022,1999.0,,,59313,Samsun,Izmir,,Samsun Bafra Fen Lisesi,,Samsun,,KYK,,,Gonullu olarak bir yazilim egitimi girisiminde egitim departmaninda gorev aliyorum. Yazilim egitimleri duzenliyoruz ve ben bu egitimler icin konunun uzmanlarina ulasip egitimi organize ediyorum. Ayni zamanda Tema gonullu olarak calisiyorum. Fidan dikimi gibi cevre etkinliklerinde aktif gorev aliyorum. AIESEC genclik organizasyonunun Izmir subesinde aktif olarak gonulluluk yapiyorum. Su an yurtdisindan gelen proje katilimcilarimizdan sorumlu organizasyon komitesindeyim. Son ol,Kullanilmayan esyalarin kiraya verildigi bir uygulama olan Varsapp girisiminde pazarlama alaninda gorev aliyorum. SEO Blog yazilarindan ve mailing’den sorumluyum. Bu deneyim start-up kulturu hakkinda bana tahminimden daha cok tecrube katti. Ayni anda bircok alani dusunme gibi komplike alanlari gorme sansim oluyor. Girisimciligin herkesin ruhunda bir yerlerde olduguna inanmaya basladim sadece kimilerinde eyleme geciyor. Ben de onlardan biri olmaya cabaliyorum,,,47.0341,3.03406,No,Kadin,50 - 55,Devlet,Hayir,35 - 40,3.50 - 4.00,,Devlet,Esit Agirlik,75 - 100,Evet,Lise,Hayir,,Lise,Evet,Ozel Sektor,0.0,Evet,Hayir,,Evet,Evet,Evet,23.0
76.0,2016,1992.0,,Hayir,25782,Van,Istanbul,,Bornova Anadolu lisesi,,Izmir,,,,Itu bati muzigi kulubu,,,Ileri,,83.7465,7.74649,No,Erkek,50 - 55,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Sayisal,,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,1.0,Evet,Evet,Lider/Kaptan,Hayir,Hayir,Evet,24.0
62.0,2016,1993.0,100.0,Evet,1326,Istanbul,Istanbul,,BABAESKI ANADOLU LISESI,,Kirklareli,,,,Eko-Finans Kulubu ve Nisantasi Universitesi Ogrenci Konseyi Baskan Vekili,,,,,60.2175,1.78249,No,Erkek,35 - 40,Ozel,Evet,35 - 40,3.00 - 3.49,Hayir,Devlet,Esit Agirlik,,Hayir,Lise,Hayir,,Lise,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Evet,Hayir,23.0
14.0,2019,1996.0,,Hayir,37139,Osmaniye,Osmaniye,,Sehit ogretmen orhan gok anadolu lisesi,,Osmaniye,,,,,,,Baslangic,,8.56204,5.43796,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,84-70,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
6.0,2019,1995.0,,Hayir,40327,Ankara,Ankara,,Nefise Andicen lisesi,,Ankara,,,,,,,,,11.5579,5.55791,No,Erkek,20 - 25,Devlet,Hayir,Diğer,2.50 ve altı,Hayir,Devlet,Sayisal,54-45,Hayir,Ilkokul,Hayir,,Ilkokul,Hayir,,2.0,Hayir,Hayir,,Hayir,Hayir,Hayir,24.0
54.0,2022,2002.0,,,57996,Istanbul,Istanbul,,Maltepe Fen Lisesi,,Istanbul,,Tubitak,ve ustu,,"Lisemde kan bagisi etkinligi duzenlemistim. Hayvan barinaklarina gitmek huzurevi ziyaretlerinde bulunmak anadoludaki okullara atki, bere, oyuncak gondermek ve bizzat goturmek vs. etkinliklerde bulundum. 5 yildir bunyesinde bulundugum Istanbul Genclik Platformu adli dernekte Kucuk Eller Buyuk Hayaller adli projede 12 hafta sosyoekonomik acidan dezavantajli cocuklara cesitli konularda egitimler verdim. Isaret dili egitimi aldim. Izmir depreminde bagis toplayip yardimlarda bulunduk. Ve dahasi","Lisemde girisimcilik kulubunde bulundum ilk Liselerarasi Girisimcilik Zirvesi'ni duzenledik. Cesitli liselerin ve universitelerin inovasyon gunleri, girisimcilik zirvelerinde yer aldim. Itu Girisimcilik kulubuyle zirve duzenledik. ve dahasi",,,46.1877,7.81226,No,Erkek,50 - 55,Devlet,Hayir,30 - 35,Hazırlığım,,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Ortaokul,Hayir,,2.0,Evet,Evet,Takim Oyuncusu,Evet,Evet,Evet,20.0
86.0,2016,1994.0,,Evet,26308,Istanbul,Istanbul,,Istanbul Koy Hizmetleri Anadolu Lisesi,,Istanbul,,,,ITU Isletme Muhendisligi Kulubu,AIESEC,,Ileri,,80.7556,5.24439,No,Erkek,50 - 55,Devlet,Hayir,45 - 50,2.50 - 2.99,Hayir,Devlet,Sayisal,,Hayir,Lise,Evet,Kamu,Lise,Emekli,,1.0,Evet,Evet,Diger,Evet,Evet,Evet,22.0
6.0,2019,1999.0,,Hayir,41526,Istanbul,Istanbul,,Gaziosmanpasa anadolu imam hatip lisesi,,Istanbul,,,,,,,,,8.74972,2.74972,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,84-70,Hayir,Ortaokul,Hayir,,Ortaokul,Hayir,,3.0,Hayir,Hayir,,Hayir,Hayir,Hayir,20.0
36.0,2015,1992.0,0.0,Evet,17800,Sanliurfa,Sanliurfa,,,bozova lisesi,Sanliurfa,,,,,,,,,19.132,16.868,No,Kadin,25 - 30,Devlet,Hayir,20 - 25,2.50 - 2.99,Hayir,Devlet,Sozel,50 - 74,Hayir,Egitimi yok,Hayir,,Lise,Emekli,,7.0,Hayir,Hayir,,Hayir,Hayir,Hayir,23.0
56.0,2016,1995.0,,Evet,26484,Tokat,Istanbul,,Yesilirmak anadolu lisesi,,Tokat,,,,Yesilcay,,,,,56.7805,0.780519,No,Erkek,50 - 55,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,,Hayir,Lise,Hayir,,Lise,Emekli,,2.0,Evet,Hayir,,Hayir,Evet,Hayir,21.0
25.0,2020,2000.0,,,42415,Mersin,Istanbul,,Darica Fen Lisesi,,Kocaeli,,Kredi ve Yurtlar Kurumu,ve uzeri,,,,,,23.9884,1.01158,No,Kadin,30 - 35,Devlet,Hayir,40 - 45,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Evet,Universite,Evet,Kamu,Yuksek Lisans,Evet,Ozel Sektor,1.0,Hayir,Evet,,Hayir,Hayir,Evet,20.0
36.0,2014,1993.0,0.0,Hayir,13845,ESKISEHIR,SAMSUN,,ACIKOGRETIM LISESI,,ESKISEHIR,,,,MUKEMMELLIK KULUBU,BANA SOR,Microsoftun destekledigi startupweekend etkinliginde 3.luk elde ettim.Ayrica hali hazirdaki is fikrimi gelistirme asamasinda kosgebten destek aliyorum,,,44.7224,8.72244,No,Erkek,25 - 30,Devlet,Hayir,40 - 45,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,2.0,Evet,Hayir,,Evet,Evet,,21.0
44.0,2017,1993.0,,Evet,28348,Istanbul,Istanbul,,Sankt Georg Avusturya Lisesi ve Ticaret Okulu,,Istanbul,,,,Endustriyel Proje Gelistirme ve Isbirligi Kulubu,,,Ileri,,35.3198,8.68024,No,Erkek,35 - 40,Devlet,Hayir,35 - 40,2.50 - 2.99,,Ozel,Sayisal,75 - 100,Hayir,Universite,Hayir,,Yuksek Lisans,Evet,Ozel Sektor,1.0,Evet,Hayir,,Evet,Hayir,Evet,24.0
33.0,2017,1995.0,,Evet,27015,Malatya,Izmir,,Turgut Ozal Lisesi,,Malatya,,,,,,,Orta,,29.8337,3.16634,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.00 - 3.49,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Emekli,,Lise,Emekli,,1.0,Hayir,Hayir,,Evet,Hayir,Evet,22.0
19.0,2021,2001.0,,,54801,Diyarbakir,Diyarbakir,,Ataturk saglik lisesi,,Diyarbakir,,KYK,ve uzeri,,,,,,19.4767,0.476692,No,Kadin,25 - 30,Devlet,Hayir,20 - 25,3.50 - 4.00,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,,,Ilkokul,,,3.0,Hayir,Hayir,,,,Evet,20.0
35.0,2022,2000.0,,,60723,Istanbul,Istanbul,,Sultanbeyli Gediktas anadolu lisesi,,Istanbul,,Kyk,,,"Liseden beri bir cok vakifta toplulukta gonulluluk ve liderlik yaptim, Tog, Tema gibi vakiflar basta gelen vakiflar",Defalarca ticari girisimler yaptim kendi islerimi yuruttum,,,34.875,0.12497,No,Erkek,20 - 25,Devlet,Hayir,25 - 30,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Evet,Ortaokul,Hayir,,Universite,Evet,Ozel Sektor,0.0,Hayir,Hayir,,Evet,Evet,Hayir,22.0
60.0,2016,1993.0,,Hayir,22607,Kocaeli,Kocaeli,,Gebze Cumhuriyet Lisesi,,Kocaeli,,,,Koubiyolojik,,,Ileri,,64.1582,4.15817,No,Kadin,45 - 50,Devlet,Hayir,25 - 30,2.50 ve altı,Hayir,Devlet,Sayisal,,Hayir,Ilkokul,Evet,Ozel Sektor,Ilkokul,Evet,Ozel Sektor,1.0,Evet,Evet,Diger,Hayir,Hayir,Evet,23.0
34.0,2015,1995.0,0.0,Hayir,17975,Adana,Istanbul,,Ayse Atil Anadolu Lisesi,,Adana,,,,Iu Isletme Fakultesi Isletme Kulubu,,,Orta,,30.9138,3.08622,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Evet,Diger,Ilkokul,Hayir,,2.0,Evet,Hayir,,Hayir,Hayir,Evet,20.0
48.0,2022,2001.0,,,58703,Manisa,Istanbul,,Akhisar Macide Ramiz Taskinlar Fen Lisesi,,Manisa,,,,,"Lisans egitimimle beraber Istanbul'a ilk adimimi atisim benim icin cesitli vakif ve sosyal toplum kuruluslarinin kapilarinin acilmasi demekti. Bugune dek egitim faaliyetleri, gonullu motivasyonu ve sosyal faaliyet birimlerinde aktif rol alarak bilhassa dezavantajli aileler ve cocuklari ile temas kurma imkanim oldu","Sayet bir girisimcilik ornegi sayilirsa, yer aldigim Atlikarinca Toplulugu icerisinde ""Masal Aksamlari"" ve ""Ilham Veren Hikayeler"" serisinin ortaya cikisi icin fikri ve fiili olarak yogun bir surecte gecerek tasarim taslaklarimi ekip arkadaslarima sunusumdan soz edebilirim. Bu surece destek sunmaya gonullu uzman ve arkadaslarimizin bir araya gelmesine vesile oldugumu soyleyebilirim. Boylece pandemi surecinin donusturuculugunden guc alarak her iki faaliyetimizi de hayata gecirme imkani bulduk; bazi gunler cocuklugumuzun elinden tutup cocuklarin arasinda karisarak masallarda, bazi gunler hayallerimizi ve umutlarimizi kucaklayip ""oteki""lerin yasam oykulerinde bulustuk",,,43.1321,4.86793,No,Kadin,45 - 50,Devlet,Hayir,30 - 35,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Hayir,Universite,Evet,Kamu,Lise,Hayir,,1.0,Evet,Hayir,,Evet,Evet,Evet,21.0
27.0,2015,1992.0,0.0,Hayir,19116,Istanbul,Istanbul,,Suleyman Nazif Anadolu Lisesi,Selimpasa Ataturk Anadolu Lisesi,Istanbul,,,,Google Developer Groups Kutahya,,,Orta,,29.7463,2.74631,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Evet,Ozel Sektor,2.0,Evet,Hayir,,Hayir,Hayir,Evet,23.0
56.0,2016,1996.0,,Hayir,23373,Istanbul,Adana,,haci hatice turgut anadolu lisesi,,Adana,,,,Tema vakfi,,,,,60.6167,4.61672,No,Kadin,40 - 45,Devlet,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Esit Agirlik,,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,1.0,Evet,Hayir,,Hayir,Hayir,Hayir,20.0
29.0,2017,1995.0,,Evet,27622,Antalya,Antalya,,SERiK SAGLIK MESLEK LISESI,,Antalya,,,,Habitat,,,Baslangic,,22.7717,6.22828,No,Kadin,20 - 25,Devlet,Hayir,15 - 20,3.00 - 3.49,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,2.0,Evet,Hayir,,Hayir,Hayir,Evet,22.0
22.0,2022,1999.0,,,62999,Mus,Diger,,Mus Mesleki ve Teknik Anadolu Lisesi,,Mus,,Vakiflar genel mudurlugu (650 TL) ve Mus vakfindan (300 TL) burs aliyorum NOT: T3 Vakfindan 2022 kasim ayinin 15'inde sona erecek sekilde (750 TL) burs aliyorum,,,IHH iftar programinda hazirlik yapmak (gonullu olarak) Kizilayda yapilan basvurulardaki eksik veya hatali bilgileri tamamlamak icin telefon gorusmeleri yapmak (gonullu olarak,,,,19.6031,2.39686,No,Erkek,35 - 40,Devlet,Hayir,30 - 35,1.80 - 2.49,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Egitimi yok,Hayir,,4.0,Hayir,Hayir,,Evet,Hayir,Hayir,23.0
38.0,2019,1998.0,,Evet,39143,Samsun,Samsun,,Tulay basaran Anadolu lisesi,,Samsun,,Kyk,,,,,Orta,,33.3746,4.62541,No,Erkek,35 - 40,Devlet,Hayir,30 - 35,3.50 - 4.00,Hayir,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Emekli,,Ilkokul,Hayir,,1.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
33.0,2021,2001.0,,,50422,Malatya,Kocaeli,,Ozel Oge Li,,Malatya,,,,,,,,,17.3915,15.6085,No,Erkek,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,,Sayisal,,Hayir,Universite,,,Lise,,,4.0,Hayir,Evet,,,,Hayir,20.0
28.0,2020,1997.0,,,46800,Nevsehir,,,Mesleki acikogretim lisesi,,Istanbul,,,,,,,,,19.744,8.25599,No,Kadin,20 - 25,Devlet,Hayir,Diğer,2.50 - 2.99,,Diğer,Esit Agirlik,50 - 74,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,4.0,Hayir,Evet,,Hayir,Hayir,Evet,23.0
12.0,2015,1996.0,0.0,Hayir,21728,K.maras,Mugla,,,elbistan fen lisesi,K.maras,,,,,,,Orta,,14.1987,2.19871,No,Erkek,20 - 25,Devlet,Evet,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Egitimi yok,Hayir,,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
58.0,2016,1996.0,100.0,Hayir,1544,Konya,Istanbul,,Konya Enderun Anadolu Lisesi,,Konya,,,,,,,Orta,,61.2315,3.23146,No,Erkek,45 - 50,Ozel,Evet,30 - 35,3.50 - 4.00,Hayir,Devlet,Sayisal,,Hayir,Ortaokul,Hayir,,Universite,Hayir,,2.0,Hayir,Evet,Diger,Hayir,Hayir,Evet,20.0
23.0,2020,1998.0,,,44329,Istanbul,Kocaeli,,Prof. Dr. Fuat Sezgin Fen Lisesi,,Istanbul,,,,,,,,,22.753,0.246989,No,Erkek,30 - 35,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Hayir,Yuksek Lisans,Hayir,,Universite,Evet,Diger,0.0,Hayir,Evet,Diger,Hayir,Hayir,Evet,22.0
49.0,2014,1993.0,0.0,Evet,11550,BILECIK,Bilecik,,BILECIK ANADOLU LISESI,,BILECIK,,,,,LOSEVde yardim kolileri hazirlanmasi,VODAFONE stand gorevlisi-satis elemani Giyim magazasi satis elemani,,,45.9748,3.02523,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Diger,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Kamu,1.0,Hayir,Hayir,,Evet,Evet,,21.0
68.0,2016,1995.0,50.0,Evet,7073,Tekirdag,Istanbul,,TEKIRDAG ANADOLU LISESI,,Tekirdag,,,,ROBOTIK KULUBU,Makine muhendisleri odasi,,Orta,,69.2243,1.22434,No,Erkek,50 - 55,Ozel,Evet,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,,Hayir,Lise,Hayir,,Lise,Evet,Diger,1.0,Evet,Hayir,,Evet,Evet,Evet,21.0
28.0,2018,1997.0,,Evet,35364,Kayseri,Kayseri,,Necdet Tas Anadolu Lisesi,,Kayseri,,,,IEEE,,,Orta,,23.3532,4.64676,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,84-70,Hayir,Lise,Evet,Ozel Sektor,Universite,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
39.0,2015,1994.0,0.0,Hayir,17387,Konya,Konya,,Ataturk Lisesi,,Konya,,,,GENC DANISMENDLER,KONYA GENCLIK MERKEZI LIDERLIK VE YONETIM TOPLULUGU VE GENC DANISMENDLER,GIRISIMCILIK TEMALI 2015 GENC TURKIYE ZIRVESINDE BULUNDUM VE KOSGEB GENC GIRISIMCI BELGESINE SAHIBIM,Orta,,45.4629,6.46291,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sozel,75 - 100,Hayir,Egitimi yok,Evet,Ozel Sektor,Egitimi yok,Emekli,,6.0,Evet,Hayir,,Evet,Evet,Evet,21.0
58.0,2016,1997.0,,Evet,23676,Erzurum,Giresun,,Uzundere cok programli Anadolu lisesi,,Erzurum,,,,Giresun ogrenci toplulugu,,,Baslangic,,61.034,3.03395,No,Erkek,45 - 50,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,,Hayir,Lise,Hayir,,Lise,Evet,Kamu,4.0,Evet,Hayir,,Hayir,Hayir,Evet,19.0
34.0,2021,1999.0,,,48208,Eskisehir,Eskisehir,,Eskisehir Eti Sosyal Bilimler Lisesi,,Eskisehir,,KYK,ve uzeri,,,,,,32.3321,1.66787,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Evet,Ilkokul,,,Ilkokul,,,1.0,Evet,Hayir,,,,Evet,22.0
22.0,2015,1994.0,50.0,Hayir,6748,Istanbul,Istanbul,,Golbasi Anadolu Lisesi,Gungoren Erdem Beyazit Anadolu Lisesi,Istanbul,,,,,Youth Agenda,,Orta,,24.0927,2.09275,No,Erkek,25 - 30,Ozel,Evet,Diğer,2.50 ve altı,Hayir,Devlet,Esit Agirlik,50 - 74,Hayir,Universite,Hayir,,Ortaokul,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Evet,Hayir,Evet,21.0
38.0,2019,1998.0,,Evet,37674,Samsun,Samsun,,Ladik Akpinar Fen Lisesi,,Samsun,,,,,TMMOB Cevre Muhendisleri Odasi,,Orta,,39.8002,1.80023,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,3.0,Evet,Hayir,,Evet,Evet,Evet,21.0
12.0,2015,1993.0,50.0,Hayir,6818,Kirklareli,Istanbul,,Babaeski Tek. ve E.M. Lisesi,,Kirklareli,,,,,,,Orta,,13.5874,1.5874,No,Erkek,30 - 35,Ozel,Evet,30 - 35,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Evet,Ozel Sektor,Ortaokul,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,22.0
60.0,2016,1996.0,,Hayir,24445,Sanliurfa,Istanbul,,denizli servergazi fen lisesi,,Denizli,,,,leyladan sonra,,,Ileri,,67.0891,7.08912,No,Kadin,50 - 55,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Sayisal,,Hayir,Lise,Hayir,,Universite,Evet,Kamu,2.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
8.0,2019,1999.0,,Hayir,37157,Agri,Agri,,Endustri meslek lisesi,,Agri,,KYK,,,,,,,12.5529,4.55291,No,Erkek,20 - 25,Devlet,Hayir,Diğer,2.50 - 2.99,Hayir,Devlet,Sayisal,50 - 74,Evet,Ilkokul,Hayir,,Ilkokul,Hayir,,5.0,Hayir,Hayir,,Hayir,Evet,Hayir,20.0
10.0,2021,2001.0,50.0,,8944,Istanbul,Istanbul,,Ibrahim Turhan Anadolu Lisesi,,Istanbul,,kyk,,,,,,,19.8139,9.81385,No,Erkek,30 - 35,Ozel,Evet,Diğer,3.50 - 4.00,,Diğer,Esit Agirlik,50 - 74,Evet,Ilkokul,,,Lise,,,3.0,Hayir,Hayir,,,,Evet,20.0
27.0,2019,1999.0,,Evet,38162,Antalya,Sakarya,,Halil Akyuz Anadolu Lisesi,,Antalya,,,,,,,Baslangic,,24.445,2.55504,No,Kadin,25 - 30,Devlet,Hayir,15 - 20,2.50 ve altı,Hayir,Devlet,Esit Agirlik,84-70,Hayir,Ilkokul,Evet,Ozel Sektor,Ortaokul,Evet,Ozel Sektor,3.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
64.0,2016,1993.0,,Evet,23765,Istanbul,Istanbul,,Yesilkoy Anadolu Lisesi,,Istanbul,,,,"Turkiye Futuristler Dernegi, Kalite ve Verimlilik Kulubu, KariyerIST Kariyer ve Girisimcilik Merkezi",,,Orta,,58.3534,5.64656,No,Erkek,50 - 55,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Diger,1.0,Evet,Hayir,,Hayir,Hayir,Evet,23.0
